"id","date","type","seller","description","price","quantity","currency","created_at","updated_at","company_expense","tax","expense_category_id","paid_by_others"
"544","2023-07-16","Collection","Tshirtçü","3 adet küçük Dragonball figürü.","110.00","3.00","₺","2023-07-17 17:45:42","2023-07-17 17:45:42",NULL,NULL,"4",NULL
"545","2023-07-16","Clothes","Tshirtçü","Dragonball T-shirt","220.00","1.00","₺","2023-07-17 17:46:42","2023-07-17 17:46:42",NULL,NULL,"15",NULL
"546","2023-07-20","Fuel","Opet","21953.2km","34.44","33.12","₺","2023-07-20 16:20:42","2023-07-20 16:20:42",NULL,NULL,"2",NULL
"547","2023-07-24","Fuel","Opet","22213.4km","34.44","22.50","₺","2023-07-24 16:10:34","2023-07-24 16:11:08",NULL,NULL,"2",NULL
"548","2023-07-29","Fuel","Opet",".... km","36.04","19.42","₺","2023-08-02 06:37:43","2023-08-02 06:37:43",NULL,NULL,"2",NULL
"549","2023-07-30","Fuel","Opet",".... km","36.04","28.86","₺","2023-08-02 06:39:14","2023-08-02 06:39:14",NULL,NULL,"2",NULL
"550","2023-08-06","Fuel","Opet","23185.9","36.53","34.49","₺","2023-08-06 04:40:48","2023-08-06 04:40:48",NULL,NULL,"2",NULL
"551","2023-08-13","Fuel","Opet","23698.1 km","36.58","43.19","₺","2023-08-13 10:52:21","2023-08-13 10:53:08",NULL,NULL,"2",NULL
"552","2023-08-17","Hobby","Koçtaş","2 adet kitaplık.","737.82","2.00","₺","2023-08-17 08:39:01","2023-09-13 11:48:13",NULL,NULL,"14",NULL
"553","2023-08-17","Collection","Migros","4 adet kitap.","103.00","1.00","₺","2023-08-17 08:41:23","2023-08-17 08:41:23",NULL,NULL,"4",NULL
"554","2023-08-19","Benefaction",NULL,"Elif Yıldızhan’a düğün takısı.","350.00","1.00","₺","2023-08-19 17:17:00","2023-08-19 17:17:00",NULL,NULL,"7",NULL
"555","2023-08-22","Fuel","Opet","24212.1km","38.19","39.70","₺","2023-08-22 21:04:48","2023-08-22 21:04:48",NULL,NULL,"2",NULL
"556","2023-09-06","Fuel","Opet","24732.0km","37.30","42.94","₺","2023-09-06 16:24:16","2023-09-06 16:24:16",NULL,NULL,"2",NULL
"557","2023-09-12","Fuel","Opet","25100.2km","37.35","29.45","₺","2023-09-12 19:31:37","2023-09-12 19:31:37",NULL,NULL,"2",NULL
"558","2023-09-18","Fuel","Opet","25590km","39.04","42.10","₺","2023-09-18 22:25:41","2023-09-18 22:25:41",NULL,NULL,"2",NULL
"559","2023-09-26","Fuel","Opet","26128.4km","37.16","40.64","₺","2023-09-26 20:07:08","2023-09-26 20:07:08",NULL,NULL,"2",NULL
"560","2023-10-06","Fuel","Total","26677.5km","33.95","4.42","₺","2023-10-06 14:21:40","2023-10-06 14:21:40",NULL,NULL,"2",NULL
"561","2023-10-06","Fuel","Opet","26698.7km","34.10","41.36","₺","2023-10-06 22:53:03","2023-10-06 22:53:03",NULL,NULL,"2",NULL
"562","2023-10-16","Fuel","Opet","27210.3km","34.17","42.43","₺","2023-10-16 16:39:53","2023-10-16 16:39:53",NULL,NULL,"2",NULL
"563","2023-10-22","Fuel","Opet","27741.9km","35.76","39.94","₺","2023-10-22 16:34:13","2023-10-22 16:34:13",NULL,NULL,"2",NULL
"564","2023-11-02","Fuel","Opet","28228km","35.06","39.93","₺","2023-11-02 19:39:17","2023-11-02 19:39:17",NULL,NULL,"2",NULL
"565","2023-11-09","Fuel","Opet","28790.1km","35.06","43.97","₺","2023-11-09 09:31:48","2023-11-09 09:31:48",NULL,NULL,"2",NULL
"566","2023-11-17","Fuel","Opet","29302.9km","35.11","42.72","₺","2023-11-17 23:07:33","2023-11-17 23:07:33",NULL,NULL,"2",NULL
"567","2023-11-28","Fuel","Opet","29803.5km","35.13","39.28","₺","2023-11-28 22:37:09","2023-11-28 22:37:09",NULL,NULL,"2",NULL
"568","2023-12-07","Fuel","Opet","30314.7","35.18","41.41","₺","2023-12-07 20:33:30","2023-12-07 20:33:30",NULL,NULL,"2",NULL
"569","2023-12-15","Fuel","Opet","30821.6 km","33.60","41.07","₺","2023-12-15 20:43:51","2023-12-15 20:43:51",NULL,NULL,"2",NULL
"570","2023-12-20","Fuel","Opet","31312.1km","35.10","41.03","₺","2023-12-20 18:23:00","2023-12-20 18:23:00",NULL,NULL,"2",NULL
"571","2024-01-01","Fuel","Opet","31790.4km","35.11","39.31","₺","2024-01-01 21:13:15","2024-01-01 21:13:15",NULL,NULL,"2",NULL
"572","2024-01-07","Alcohol","262 Live","4 bira içtim.","75.00","4.00","₺","2024-01-08 14:10:34","2024-01-08 14:10:34",NULL,NULL,"10",NULL
"573","2024-01-07","Meal","McDonalds","Milli burger","170.00","1.00","₺","2024-01-08 14:13:32","2024-01-08 14:13:32",NULL,NULL,"3",NULL
"574","2024-01-07","Meal","SerBahçe","Şenay ile birlikte kahvaltı.","894.00","1.00","₺","2024-01-08 14:14:10","2024-01-08 14:14:10",NULL,NULL,"3",NULL
"575","2024-01-10","Meal","Tavuk Dünyası","Çorba ve chili tavuk","225.00","1.00","₺","2024-01-10 18:14:05","2024-01-10 18:14:05",NULL,NULL,"3",NULL
"576","2024-01-10","Collection","D&R","4 kitap","149.60","1.00","₺","2024-01-10 18:14:52","2024-01-10 18:14:52",NULL,NULL,"4",NULL
"577","2024-01-10","Collection","Migros","3 dergi","135.80","1.00","₺","2024-01-10 18:15:43","2024-01-10 18:15:43",NULL,NULL,"4",NULL
"578","2024-01-10","Market","Bim","Market alışverişi abur cubur","176.50","1.00","₺","2024-01-10 18:16:27","2024-01-10 18:16:27",NULL,NULL,"1",NULL
"579","2024-01-10","Savings","Allianz","BES","1000.00","1.00","₺","2024-01-10 18:17:13","2024-01-10 18:17:13",NULL,NULL,"8",NULL
"580","2024-01-10","Market","Günkay","Market alışverişi.","1003.53","1.00","₺","2024-01-10 18:59:27","2024-01-10 18:59:27",NULL,NULL,"1",NULL
"581","2024-01-11","Fuel","Opet","32312.3km","37.38","42.84","₺","2024-01-11 18:36:06","2024-01-11 18:36:06",NULL,NULL,"2",NULL
"582","2024-01-22","Alcohol","262 Live","3 bira.","100.00","3.00","₺","2024-01-23 08:43:02","2024-01-23 08:43:02",NULL,NULL,"10",NULL
"583","2024-01-18","Fuel","Opet",".... km","36.82","28.52","₺","2024-01-23 08:43:37","2024-01-23 08:43:47",NULL,NULL,"2",NULL
"584","2024-01-20","Hobby","Noche Miloga","Tango gecesi giriş bedeli.","200.00","1.00","₺","2024-01-23 11:20:39","2024-01-23 11:20:39",NULL,NULL,"14",NULL
"585","2024-01-21","Hobby","Noche Miloga","Workshop bedeli.","900.00","1.00","₺","2024-01-23 11:21:12","2024-01-23 11:21:12",NULL,NULL,"14",NULL
"586","2024-01-22","Meal","Sosici","2 adet sosisli ayran.","130.00","1.00","₺","2024-01-23 11:21:37","2024-01-23 11:21:37",NULL,NULL,"3",NULL
"587","2024-01-23","Alcohol","262 Live","2 bira","100.00","2.00","₺","2024-01-24 12:44:50","2024-01-24 12:44:50",NULL,NULL,"10",NULL
"588","2024-01-23","Fuel","Opet","33184km","38.90","40.39","₺","2024-01-24 12:45:17","2024-01-26 10:45:51",NULL,NULL,"2",NULL
"589","2024-01-25","Alcohol","262 Live","2 bira.","200.00","1.00","₺","2024-01-26 10:45:14","2024-01-26 10:45:14",NULL,NULL,"10",NULL
"590","2024-01-26","Coffee","Starbucks","2 kahve bir sandviç.","175.00","1.00","₺","2024-01-26 10:46:37","2024-01-26 10:46:37",NULL,NULL,"11",NULL
"591","2024-01-26","Meal","Karadeniz Pidecisi","3 pide 1 ayran","90.00","1.00","₺","2024-01-26 10:47:00","2024-01-26 10:47:00",NULL,NULL,"3",NULL
"592","2024-01-31","Fuel","Opet","33595km","39.90","33.08","₺","2024-01-31 21:21:23","2024-01-31 21:21:23",NULL,NULL,"2",NULL
"593","2024-01-31","Alcohol","262 Live","2 bira + turşu","255.00","1.00","₺","2024-01-31 21:32:48","2024-01-31 21:32:48",NULL,NULL,"10",NULL
"594","2024-01-31","Meal","Köfteci Yusuf","Çorba","50.00","1.00","₺","2024-01-31 21:33:09","2024-01-31 21:33:09",NULL,NULL,"3",NULL
"595","2024-01-31","Market","Opet","Tadelle King Size","26.00","1.00","₺","2024-01-31 21:33:31","2024-01-31 21:33:31",NULL,NULL,"1",NULL
"596","2024-02-03","Coffee","Starbucks","1 sandviç 1 kahve","100.00","1.00","₺","2024-02-03 11:32:45","2024-02-03 11:32:45",NULL,NULL,"11",NULL
"597","2024-02-03","Collection","Cix Spor","4 Kocaelispor atkısı.","420.00","1.00","₺","2024-02-03 11:33:17","2024-02-03 11:33:17",NULL,NULL,"4",NULL
"598","2024-02-05","Fuel","Opet","34051.2km","39.94","40.31","₺","2024-02-05 17:20:47","2024-02-05 17:20:47",NULL,NULL,"2",NULL
"599","2024-02-08","Alcohol","262 Live","İki bira.","100.00","2.00","₺","2024-02-09 11:00:53","2024-02-09 11:01:02",NULL,NULL,"10",NULL
"600","2024-02-13","Fuel","Opet","34497.9km","40.04","39.47","₺","2024-02-13 20:48:34","2024-02-13 20:48:34",NULL,NULL,"2",NULL
"601","2024-02-13","Alcohol","262 Live","2 bira.","100.00","2.00","₺","2024-02-14 10:32:54","2024-02-14 10:32:54",NULL,NULL,"10",NULL
"602","2024-02-13","Meal","The Hunger","Ekiple akşam yemeği.","500.00","1.00","₺","2024-02-14 10:35:57","2024-02-14 10:35:57",NULL,NULL,"3",NULL
"603","2024-02-18","Alcohol","262 Live","1 bira 1 çörçil.","160.00","1.00","₺","2024-02-19 13:00:26","2024-02-19 13:00:26",NULL,NULL,"10",NULL
"604","2024-02-19","Health","Eczane","Orzax Ocean ExtraMag 200mg","549.50","1.00","₺","2024-02-19 13:01:28","2024-02-19 13:01:28",NULL,NULL,"9",NULL
"605","2024-02-17","Alcohol","262 Live","Buse ve Ezgi ile oturma.","1010.00","1.00","₺","2024-02-19 13:08:50","2024-02-19 13:09:00",NULL,NULL,"10",NULL
"606","2024-02-10","Alcohol","262 Live",NULL,"1110.00","1.00","₺","2024-02-19 13:31:46","2024-02-19 13:31:46",NULL,NULL,"10",NULL
"607","2024-02-12","Savings","Allianz","BES","1500.00","1.00","₺","2024-02-19 13:32:41","2024-02-19 13:32:41",NULL,NULL,"8",NULL
"608","2024-02-17","Collection","Kitapçı","Arastada seyyar tezgahtan 11 mitoloji kitabı.","50.00","11.00","₺","2024-02-19 17:15:10","2024-02-19 17:15:10",NULL,NULL,"4",NULL
"609","2024-02-20","Fuel","Opet","34991.2km","41.83","39.21","₺","2024-02-20 21:51:08","2024-02-20 21:51:08",NULL,NULL,"2",NULL
"610","2024-02-20","Market","Opet","Abur cubur.","125.00","1.00","₺","2024-02-20 21:51:30","2024-02-20 21:51:30",NULL,NULL,"1",NULL
"611","2024-02-20","Alcohol","262 Live","2 bira","100.00","2.00","₺","2024-02-20 21:51:53","2024-02-20 21:51:53",NULL,NULL,"10",NULL
"612","2024-02-22","Alcohol","North Shield","Ezgi Ünlü ile bira sohbet.","1450.00","1.00","₺","2024-02-23 13:33:16","2024-02-23 13:33:16",NULL,NULL,"10",NULL
"613","2024-02-25","Coffee","Starbucks","300 lira yükleme.","300.00","1.00","₺","2024-02-25 13:11:35","2024-02-25 13:11:35",NULL,NULL,"11",NULL
"614","2024-03-01","Health","Serra Eczanesi","Baş parmak ateli ve multivitamin","570.00","1.00","₺","2024-03-01 07:45:03","2024-03-01 07:45:03",NULL,NULL,"9",NULL
"615","2024-03-01","Market","File","Gıda ağırlıklı market alışverişi.","740.96","1.00","₺","2024-03-01 07:46:44","2024-03-01 07:46:44",NULL,NULL,"1",NULL
"616","2024-02-28","Parking","Ulaşımpark","Otopark","24.00","1.00","₺","2024-03-01 07:49:48","2024-03-01 07:49:48",NULL,NULL,"5",NULL
"617","2024-03-01","Alcohol","262 Live","4 bira 4 şat Büşra Okay’larla.","800.00","1.00","₺","2024-03-02 07:14:51","2024-03-02 07:14:51",NULL,NULL,"10",NULL
"618","2024-03-02","Health","Medicalpark","1 seans ücreti.","2000.00","1.00","₺","2024-03-02 07:15:39","2024-03-02 07:15:39",NULL,NULL,"9",NULL
"619","2024-03-02","Fuel","Opet","35522.2km","41.06","42.62","₺","2024-03-02 10:02:45","2024-03-02 10:02:45",NULL,NULL,"2",NULL
"620","2024-03-03","Fuel","Opet","36036.4km","41.47","40.51","₺","2024-03-03 14:02:30","2024-03-03 14:02:30",NULL,NULL,"2",NULL
"621","2024-03-05","Benefaction","Beril Ceylan","Burs","1500.00","1.00","₺","2024-03-05 12:12:23","2024-03-05 12:12:23",NULL,NULL,"7",NULL
"622","2024-03-04","Alcohol","Marrakech","2 bira","135.00","2.00","₺","2024-03-05 12:13:18","2024-03-05 12:13:18",NULL,NULL,"10",NULL
"623","2024-03-04","Hobby","KOÜ Dans","Milonga giriş ücreti.","150.00","1.00","₺","2024-03-05 12:13:48","2024-03-05 12:13:48",NULL,NULL,"14",NULL
"624","2024-03-05","Alcohol","262 Live","3 bira","100.00","3.00","₺","2024-03-05 20:48:32","2024-03-05 20:48:32",NULL,NULL,"10",NULL
"625","2024-03-05","Meal","Barista+","Ekin’in doğum günü ve Kültür Patlaması için toplanma.","710.00","1.00","₺","2024-03-05 20:49:18","2024-03-05 20:49:18",NULL,NULL,"3",NULL
"626","2024-03-05","Bills","YouTube","Premium aylık ödeme.","120.00","1.00","₺","2024-03-05 20:50:10","2024-03-05 20:50:10",NULL,NULL,"18",NULL
"627","2024-03-07","Fuel","BP","Xxkm","41.08","12.17","₺","2024-03-07 17:04:34","2024-03-07 17:04:34",NULL,NULL,"2",NULL
"628","2024-03-07","Fuel","Opet","36679.7km","41.13","41.34","₺","2024-03-07 17:05:18","2024-03-07 17:05:18",NULL,NULL,"2",NULL
"629","2024-03-08","Hobby","Anadolu Eğitim Akademisi","Topraksız tarım eğitimi","2500.00","1.00","₺","2024-03-08 15:04:00","2024-03-08 15:04:00",NULL,NULL,"14",NULL
"630","2024-03-08","Alcohol","262 Live","3 bira","100.00","3.00","₺","2024-03-09 19:58:41","2024-03-09 19:58:41",NULL,NULL,"10",NULL
"631","2024-03-09","Coffee","Ergun Pastanesi","Kitap kulübü ile Burgazada’da kahve, pasta.","200.00","1.00","₺","2024-03-09 20:00:16","2024-03-09 20:00:16",NULL,NULL,"11",NULL
"632","2024-03-09","Collection","Sait Faik Müzesi","Müzeden kitap, kartpostal ve bardak altlığı.","272.00","1.00","₺","2024-03-09 20:01:19","2024-03-09 20:01:19",NULL,NULL,"4",NULL
"633","2024-03-09","Transportation","İDO","Burgazada vapur parası.","50.00","1.00","₺","2024-03-09 20:02:22","2024-03-09 20:02:22",NULL,NULL,"6",NULL
"634","2024-03-07","Bills","Turkcell","Telefon faturası.","197.70","1.00","₺","2024-03-09 20:04:16","2024-03-09 20:04:16",NULL,NULL,"18",NULL
"635","2024-03-08","Collection","Migros","3 dergi","241.04","1.00","₺","2024-03-09 20:05:51","2024-03-09 20:05:51",NULL,NULL,"4",NULL
"636","2024-03-09","Alcohol","262 Live","3 bira","100.00","3.00","₺","2024-03-09 21:33:36","2024-03-09 21:33:36",NULL,NULL,"10",NULL
"637","2024-03-18","Alcohol","262 Live","1 bira 1 alkolsüz kokteyl.","185.00","1.00","₺","2024-03-18 21:24:08","2024-03-18 21:24:08",NULL,NULL,"10",NULL
"638","2024-03-18","Fuel","Opet","37183.6km","42.77","37.88","₺","2024-03-18 21:24:48","2024-03-18 21:24:48",NULL,NULL,"2",NULL
"639","2024-03-22","Benefaction","Emre Nayir","Emre Nayir’in oğlu Alp için doğum hediyesi.","400.00","1.00","₺","2024-03-22 13:45:28","2024-03-22 13:45:28",NULL,NULL,"7",NULL
"640","2024-03-28","Fuel","Opet","37625.9km","44.14","38.51","₺","2024-03-28 21:13:05","2024-03-28 21:13:05",NULL,NULL,"2",NULL
"641","2024-04-04","Fuel","Opet","38057.3km","44.23","31.65","₺","2024-04-04 21:39:37","2024-04-04 21:39:37",NULL,NULL,"2",NULL
"642","2024-04-07","Fuel","Opet","38451.9","43.44","27.85","₺","2024-04-07 18:06:36","2024-04-07 18:06:36",NULL,NULL,"2",NULL
"643","2024-04-10","Meal","McDonald’s","Köfte iftar menü","180.00","1.00","₺","2024-04-10 12:14:38","2024-04-10 12:14:38",NULL,NULL,"3",NULL
"644","2024-04-10","Benefaction","İyilik","Zekat ve fitre toplam","14000.00","1.00","₺","2024-04-10 12:15:24","2024-04-10 12:15:24",NULL,NULL,"7",NULL
"645","2024-04-10","Benefaction","LCW","Melike’ye doğum günü hediyesi.","756.00","1.00","₺","2024-04-10 12:16:43","2024-04-10 12:16:43",NULL,NULL,"7",NULL
"646","2024-04-10","Collection","Anayurt Yayınları","16 kitap","387.00","1.00","₺","2024-04-10 18:35:19","2024-04-10 18:35:19",NULL,NULL,"4",NULL
"647","2024-04-25","Fuel","Opet","38966.4km","44.42","38.50","₺","2024-04-25 06:07:21","2024-04-25 06:07:21",NULL,NULL,"2",NULL
"648","2024-04-28","Fuel","Opet","39524.7km","44.44","40.50","₺","2024-04-28 20:38:48","2024-04-28 20:38:48",NULL,NULL,"2",NULL
"649","2024-05-04","Meal","Katık","yemek.","130.00","1.00","₺","2024-05-04 14:17:05","2024-05-04 14:17:05",NULL,NULL,"3",NULL
"650","2024-05-04","Alcohol","262 Live","Mustafa ve Elif ile kutlama.","890.00","1.00","₺","2024-05-04 14:33:27","2024-05-04 14:33:27",NULL,NULL,"10",NULL
"651","2024-05-11","Fuel","Opet","40108.7km","43.55","31.69","₺","2024-05-11 13:48:46","2024-05-11 13:48:46",NULL,NULL,"2",NULL
"652","2024-05-18","Fuel","Opet","40729.5km","43.65","41.01","₺","2024-05-18 18:58:46","2024-05-18 18:58:46",NULL,NULL,"2",NULL
"653","2024-05-18","Fuel","Akmeşe Petrol","Akmeşe’den 200 liralık yakıt.","200.00","1.00","₺","2024-05-20 06:28:45","2024-05-20 06:29:04",NULL,NULL,"2",NULL
"654","2024-05-26","Fuel","Opet","41618.4 km","43.05","17.42","₺","2024-05-26 12:29:40","2024-05-26 12:29:40",NULL,NULL,"2",NULL
"655","2024-05-29","Parking","Belde AŞ","Gece park","19.00","1.00","₺","2024-05-29 21:18:44","2024-05-29 21:18:44",NULL,NULL,"5",NULL
"656","2024-05-29","Alcohol","262Live","1 bira","100.00","1.00","₺","2024-05-29 21:19:01","2024-05-29 21:19:01",NULL,NULL,"10",NULL
"657","2024-05-29","Alcohol","262Live","Bahşiş.","50.00","1.00","₺","2024-05-29 21:19:28","2024-05-29 21:19:28",NULL,NULL,"10",NULL
"658","2024-05-29","Coffee","Maide","Filtre kahve","55.00","1.00","₺","2024-05-29 21:19:47","2024-05-29 21:19:47",NULL,NULL,"11",NULL
"659","2024-05-27","Fuel","Opet","Xxxxx km","42.28","32.64","₺","2024-05-29 21:27:21","2024-05-29 21:27:21",NULL,NULL,"2",NULL
"660","2024-05-21","Fuel","Shell","Xxxxx km","43.66","8.02","₺","2024-05-29 21:28:54","2024-05-29 21:29:16",NULL,NULL,"2",NULL
"661","2024-06-03","Meal","Burgeryiyelim","Akşam yemeği burger ve soda.","281.00","1.00","₺","2024-06-04 12:36:22","2024-06-04 12:36:22",NULL,NULL,"3",NULL
"662","2024-06-03","Alcohol","262Live","1 bira","100.00","1.00","₺","2024-06-04 12:36:38","2024-06-04 12:36:38",NULL,NULL,"10",NULL
"663","2024-06-10","Market","Onyaka","Market alışverişi.","496.17","1.00","₺","2024-06-10 08:50:22","2024-06-10 08:50:22",NULL,NULL,"1",NULL
"664","2024-06-07","Hobby","Fosat","Bodrum Dalış Tatili","11950.00","1.00","₺","2024-06-10 08:51:40","2024-06-10 08:51:40",NULL,NULL,"14",NULL
"665","2024-06-06","Collection","Migros","Kafkaokur","60.00","1.00","₺","2024-06-10 09:42:28","2024-06-10 09:42:28",NULL,NULL,"4",NULL
"666","2024-06-08","Health","Migros","Nivea 50 faktör","549.95","1.00","₺","2024-06-10 09:43:05","2024-06-10 09:45:11",NULL,NULL,"9",NULL
"667","2024-06-08","Benefaction","Migros","Muharrem’in annesine geçmiş olsun.","95.00","1.00","₺","2024-06-10 09:43:43","2024-06-10 09:45:28",NULL,NULL,"7",NULL
"668","2024-06-08","Alcohol","Bodrum","Kızlarla alkol.","1000.00","1.00","₺","2024-06-10 09:44:22","2024-06-10 09:44:22",NULL,NULL,"10",NULL
"669","2024-06-08","Alcohol","Kule","2 bira.","250.00","2.00","₺","2024-06-10 09:44:53","2024-06-10 09:44:53",NULL,NULL,"10",NULL
"670","2024-06-08","Meal","Bayramın Yeri","Ekiple akşam yemeği balık.","700.00","1.00","₺","2024-06-10 09:46:14","2024-06-10 09:46:14",NULL,NULL,"3",NULL
"671","2024-06-07","Meal","Pastane","Kahvaltılık sandviç limonata","150.00","1.00","₺","2024-06-10 09:46:52","2024-06-10 09:46:52",NULL,NULL,"3",NULL
"672","2024-06-10","Fuel","Opet","42691km","41.18","41.48","₺","2024-06-10 20:28:39","2024-06-10 20:28:39",NULL,NULL,"2",NULL
"673","2024-06-10","Benefaction","Opet","Bahşiş.","50.00","1.00","₺","2024-06-10 20:28:56","2024-06-10 20:28:56",NULL,NULL,"7",NULL
"674","2024-06-19","Fuel","Opet","43174.3km","41.25","40.00","₺","2024-06-19 21:42:44","2024-06-19 21:42:44",NULL,NULL,"2",NULL
"675","2024-06-19","Alcohol","262Live","2 bira","100.00","2.00","₺","2024-06-19 21:43:00","2024-06-19 21:43:00",NULL,NULL,"10",NULL
"676","2024-06-19","Market","Opet","Cips, gofret.","84.00","1.00","₺","2024-06-19 21:43:17","2024-06-19 21:43:17",NULL,NULL,"1",NULL
"677","2024-06-19","Hobby","Bilyoner","İskoçya’ya iddaa, yattı.","100.00","1.00","₺","2024-06-19 21:43:52","2024-06-19 21:43:52",NULL,NULL,"14",NULL
"678","2024-06-24","Market","Opet","Gofret","45.00","1.00","₺","2024-06-24 21:26:34","2024-06-24 21:26:34",NULL,NULL,"1",NULL
"679","2024-06-24","Fuel","Opet","43515.4km","43.21","23.61","₺","2024-06-24 21:27:05","2024-06-24 21:27:05",NULL,NULL,"2",NULL
"680","2024-07-02","Alcohol","262Live","3 bira","310.00","1.00","₺","2024-07-03 07:10:19","2024-07-03 07:10:19",NULL,NULL,"10",NULL
"681","2024-07-07","Market","File","Eve market alışverişi.","1000.39","1.00","₺","2024-07-08 07:17:07","2024-07-08 07:17:07",NULL,NULL,"1",NULL
"682","2024-07-06","Alcohol","Voq","3 bira.","170.00","3.00","₺","2024-07-08 07:17:43","2024-07-08 07:17:50",NULL,NULL,"10",NULL
"683","2024-07-06","Alcohol","262Live","2 bira","100.00","2.00","₺","2024-07-08 07:18:09","2024-07-08 07:18:20",NULL,NULL,"10",NULL
"684","2024-07-05","Coffee","Starbucks","Para yükleme.","250.00","1.00","₺","2024-07-08 07:18:50","2024-07-08 07:18:50",NULL,NULL,"11",NULL
"685","2024-07-09","Fuel","Opet","45037.3km","45.66","22.12","₺","2024-07-09 19:35:19","2024-07-09 19:35:19",NULL,NULL,"2",NULL
"686","2024-07-12","Meal","Tavuk Dünyası","Sriracha Soslu Tavuk","240.00","1.00","₺","2024-07-12 14:57:29","2024-07-12 14:57:29",NULL,NULL,"3",NULL
"687","2024-07-15","Fuel","Opet",NULL,"44.90","17.77","₺","2024-07-17 08:38:17","2024-07-17 08:38:17",NULL,NULL,"2",NULL
"688","2024-07-13","Fuel","Opet",NULL,"44.77","21.22","₺","2024-07-17 08:38:47","2024-07-17 08:38:47",NULL,NULL,"2",NULL
"689","2024-07-09","Health","Azat Eczanesi","İlaç","282.00","1.00","₺","2024-07-17 08:39:25","2024-07-17 08:39:25",NULL,NULL,"9",NULL
"690","2024-07-14","Parking","Öztürk Otopark",NULL,"90.00","1.00","₺","2024-07-17 08:39:57","2024-07-17 08:39:57",NULL,NULL,"5",NULL
"691","2024-07-10","Parking","Ulaşımpark",NULL,"24.00","1.00","₺","2024-07-17 08:40:24","2024-07-17 08:40:24",NULL,NULL,"5",NULL
"692","2024-07-11","Parking","Ulaşımpark",NULL,"26.00","1.00","₺","2024-07-17 08:40:50","2024-07-17 08:40:50",NULL,NULL,"5",NULL
"693","2024-07-15","Collection","D&R","2 kitap","400.00","1.00","₺","2024-07-17 08:41:19","2024-07-17 08:41:19",NULL,NULL,"4",NULL
"694","2024-07-12","Transportation","Pegasus","Mısır için gidiş dönüş uçak bileti. (3-11 Ağustos)","10233.00","1.00","₺","2024-07-17 08:43:59","2024-07-17 08:43:59",NULL,NULL,"6",NULL
"695","2024-07-16","Alcohol","262Live","2 Bira","130.00","2.00","₺","2024-07-17 08:44:43","2024-07-17 08:44:43",NULL,NULL,"10",NULL
"696","2024-07-16","Meal","Butik Çiğköfte","Dürüm.","60.00","1.00","₺","2024-07-17 08:45:10","2024-07-17 08:45:10",NULL,NULL,"3",NULL
"697","2024-07-16","Coffee","Starbucks","Para yükleme.","250.00","1.00","₺","2024-07-17 08:45:52","2024-07-17 08:45:52",NULL,NULL,"11",NULL
"698","2024-07-16","Meal","Katık","Öğle yemeği zurna ayran.","145.00","1.00","₺","2024-07-17 08:46:42","2024-07-17 08:46:42",NULL,NULL,"3",NULL
"699","2024-07-16","Bills","Vodafone",NULL,"755.40","1.00","₺","2024-07-17 08:47:05","2024-07-17 08:47:05",NULL,NULL,"18",NULL
"700","2024-07-15","Alcohol","262Live","2 bira","270.00","1.00","₺","2024-07-17 08:47:29","2024-07-17 08:47:29",NULL,NULL,"10",NULL
"701","2024-07-15","Alcohol","Barel","2 kadeh şarap.","770.00","1.00","₺","2024-07-17 08:48:07","2024-07-17 08:48:07",NULL,NULL,"10",NULL
"702","2024-07-15","Meal","Restorant","Öğle yemeği 2 kişi.","635.00","1.00","₺","2024-07-17 08:48:44","2024-07-17 08:48:44",NULL,NULL,"3",NULL
"703","2024-07-15","Coffee","Starbucks","Para yükleme.","250.00","1.00","₺","2024-07-17 08:49:17","2024-07-17 08:49:17",NULL,NULL,"11",NULL
"704","2024-07-14","Alcohol","Look","Bira ve shotlar.","2000.00","1.00","₺","2024-07-17 08:49:47","2024-07-17 08:49:47",NULL,NULL,"10",NULL
"705","2024-07-14","Accommodation","Rodosto Otel","Tek gece konaklama kahvaltı dahil.","2300.00","1.00","₺","2024-07-17 08:50:24","2024-07-17 08:50:24",NULL,NULL,"16",NULL
"706","2024-07-14","Alcohol","Yağmur Tekel","3 bira.","235.00","1.00","₺","2024-07-17 08:50:59","2024-07-17 08:50:59",NULL,NULL,"10",NULL
"707","2024-07-13","Accommodation","Edrin Otel","Tek gece konaklama kahvaltı dahil.","1569.00","1.00","₺","2024-07-17 08:51:44","2024-07-17 08:51:44",NULL,NULL,"16",NULL
"708","2024-07-13","Meal","Ayçiçeği Restorant","Tuğçe ile akşam yemeği.","1055.00","1.00","₺","2024-07-17 08:52:27","2024-07-17 08:52:27",NULL,NULL,"3",NULL
"709","2024-07-13","Collection","Selanik Evi Derneği","Atatürk Evi'nden hediyelik eşyalar.","790.00","1.00","₺","2024-07-17 08:53:12","2024-07-17 08:53:12",NULL,NULL,"4",NULL
"710","2024-07-17","Alcohol","262Live","3 bira","130.00","3.00","₺","2024-07-18 11:56:24","2024-07-18 11:56:24",NULL,NULL,"10",NULL
"711","2024-07-20","Fuel","Opet","46398.7","45.67","39.42","₺","2024-07-20 15:07:00","2024-07-20 15:07:07",NULL,NULL,"2",NULL
"712","2024-07-20","Health","Mete Bey","Sinüzit için Melike’nin eski çalıştığı Mete beye muayene ücreti (%50 indirimli)","1500.00","1.00","₺","2024-07-20 16:19:21","2024-07-20 16:19:21",NULL,NULL,"9",NULL
